order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales
5187,CA-2017-157707,932,1,0.2,-3,-0.19,16
5188,CA-2017-157707,389,3,0.7,-191,-2.1,91
5189,CA-2017-157707,764,1,0.2,14,0.11,121
5190,CA-2017-157714,787,1,0,4,0.45,10
5191,CA-2017-157742,1256,3,0.2,10,0.38,28
5192,CA-2017-157749,546,3,0.6,-3,-0.7,4
5193,CA-2017-157749,329,2,0.2,1,0.16,7
5194,CA-2017-157749,1505,3,0.6,-5,-0.4,12
5195,CA-2017-157749,1754,5,0.2,9,0.36,26
5196,CA-2017-157749,1321,2,0.2,11,0.35,32
5197,CA-2017-157749,965,5,0.5,-121,-0.68,177
5198,CA-2017-157749,1043,5,0.6,-357,-0.85,420
5199,CA-2017-157763,845,1,0,39,0.28,141
5200,CA-2017-157791,797,4,0,900,0.45,2000
5201,CA-2017-157868,42,7,0,12,0.47,25
5202,CA-2017-158001,522,5,0,9,0.41,21
5203,CA-2017-158001,1147,6,0,8,0.27,29
5204,CA-2017-158001,9,5,0,281,0.27,1041
5205,CA-2017-158043,1501,2,0,12,0.5,23
5206,CA-2017-158099,441,3,0.4,-47,-0.17,281
5207,CA-2017-158099,689,5,0.7,-761,-0.67,1141
5208,CA-2017-158155,547,2,0,4,0.32,13
5209,CA-2017-158155,1481,2,0,6,0.46,13
5210,CA-2017-158155,1609,3,0.2,34,0.38,90
5211,CA-2017-158155,875,5,0,84,0.39,215
5212,CA-2017-158211,1126,1,0.2,1,0.13,5
5213,CA-2017-158211,234,6,0.7,-80,-0.77,105
5214,CA-2017-158260,1222,2,0.2,77,0.11,686
5215,CA-2017-158302,130,3,0.2,3,0.33,11
5216,CA-2017-158358,1012,2,0,58,0.36,160
5217,CA-2017-158435,230,2,0,7,0.47,15
5218,CA-2017-158435,77,7,0,19,0.29,65
5219,CA-2017-158435,554,4,0,17,0.1,173
5220,CA-2017-158547,615,5,0.2,9,0.08,124
5221,CA-2017-158568,256,3,0.8,-3,-1.7,2
5222,CA-2017-158568,262,7,0.2,23,0.35,65
5223,CA-2017-158568,1410,3,0.2,-11,-0.11,96
5224,CA-2017-158575,808,6,0.2,17,0.16,104
5225,CA-2017-158610,817,2,0,17,0.25,70
5226,CA-2017-158617,1686,6,0,16,0.45,36
5227,CA-2017-158694,1257,3,0.2,2,0.35,5
5228,CA-2017-158694,1154,5,0,4,0.27,15
5229,CA-2017-158694,1728,5,0,29,0.47,61
5230,CA-2017-158694,599,3,0,33,0.48,68
5231,CA-2017-158694,300,4,0,39,0.3,130
5232,CA-2017-158694,869,9,0,192,0.41,467
5233,CA-2017-158694,1498,4,0,187,0.26,721
5234,CA-2017-158778,1144,3,0.2,1,0.07,8
5235,CA-2017-158778,31,9,0.2,12,0.2,58
5236,CA-2017-158778,769,2,0.3,-19,-0.27,71
5237,CA-2017-158778,740,3,0.3,-63,-0.07,887
5238,CA-2017-158806,620,3,0.6,-11,-0.48,23
5239,CA-2017-158806,1816,5,0.2,9,0.35,26
5240,CA-2017-158834,289,5,0.2,18,0.11,158
5241,CA-2017-158834,937,2,0.2,15,0.08,203
5242,CA-2017-158841,91,7,0,7,0.38,19
5243,CA-2017-158841,1317,8,0,18,0.5,36
5244,CA-2017-158841,879,5,0,2800,0.32,8750
5245,CA-2017-158869,538,2,0,33,0.47,71
5246,CA-2017-158925,608,3,0.2,5,0.35,16
5247,CA-2017-159009,69,4,0.2,4,0.34,13
5248,CA-2017-159009,748,3,0.2,-21,-0.11,185
5249,CA-2017-159016,1350,5,0,7,0.48,15
5250,CA-2017-159016,144,8,0.2,364,0.09,4159
5251,CA-2017-159023,267,7,0.7,-3,-0.83,4
5252,CA-2017-159023,1223,3,0.7,-252,-1.4,180
5253,CA-2017-159142,1660,3,0,13,0.47,28
5254,CA-2017-159142,138,3,0,6,0.04,150
5255,CA-2017-159212,991,2,0,6,0.28,22
5256,CA-2017-159212,116,3,0,118,0.47,252
5257,CA-2017-159345,1729,2,0,55,0.49,112
5258,CA-2017-159373,928,2,0.8,-2,-1.7,1
5259,CA-2017-159373,1571,5,0.2,25,0.35,70
5260,CA-2017-159373,843,5,0.3,0,0.0,558
5261,CA-2017-159639,1594,3,0,10,0.33,32
5262,CA-2017-159653,202,3,0,7,0.49,15
5263,CA-2017-159695,583,7,0.2,14,0.09,158
5264,CA-2017-159730,447,2,0.2,8,0.08,106
5265,CA-2017-159730,791,2,0.2,10,0.09,114
5266,CA-2017-159737,1844,3,0.8,-15,-1.7,9
5267,CA-2017-159765,29,7,0,9,0.33,28
5268,CA-2017-159891,4,8,0,59,0.47,125
5269,CA-2017-159891,651,1,0,635,0.5,1271
5270,CA-2017-159912,640,2,0.7,-3,-0.8,3
5271,CA-2017-159912,1353,7,0.2,-2,-0.23,11
5272,CA-2017-159912,1192,4,0.5,-82,-0.5,164
5273,CA-2017-159912,281,4,0.4,-56,-0.23,242
5274,CA-2017-159940,51,1,0.2,1,0.31,3
5275,CA-2017-159940,1576,9,0.2,8,0.33,24
5276,CA-2017-159940,673,8,0.6,-27,-0.45,60
5277,CA-2017-159940,751,2,0.3,-14,-0.06,253
5278,CA-2017-159989,147,3,0.2,-9,-0.23,41
5279,CA-2017-160108,388,7,0,32,0.08,406
5280,CA-2017-160108,837,3,0,177,0.26,680
5281,CA-2017-160129,1185,2,0.2,4,0.28,14
5282,CA-2017-160129,105,5,0.2,2,0.15,16
5283,CA-2017-160129,492,7,0.2,12,0.18,70
5284,CA-2017-160136,1776,2,0.2,3,0.36,9
5285,CA-2017-160220,1666,7,0,1,0.07,21
5286,CA-2017-160220,912,6,0,35,0.28,126
5287,CA-2017-160220,1322,2,0,52,0.27,192
5288,CA-2017-160234,435,1,0,39,0.29,136
5289,CA-2017-160241,1539,4,0.6,-303,-1.25,242
5290,CA-2017-160304,391,3,0,38,0.22,174
5291,CA-2017-160304,725,2,0,67,0.29,232
5292,CA-2017-160395,474,2,0,2,0.45,4
5293,CA-2017-160395,999,7,0.2,54,0.34,160
5294,CA-2017-160479,1418,5,0,13,0.38,35
5295,CA-2017-160486,599,4,0.2,25,0.35,72
5296,CA-2017-160500,463,5,0.2,2,0.35,7
5297,CA-2017-160500,310,3,0.2,7,0.03,299
5298,CA-2017-160535,973,8,0,118,0.37,320
5299,CA-2017-160535,660,4,0,68,0.12,563
5300,CA-2017-160598,1740,1,0.2,11,0.36,31
5301,CA-2017-160717,1363,2,0,4,0.14,27
5302,CA-2017-160717,345,3,0.2,161,0.34,478
5303,CA-2017-160717,1393,9,0.2,227,0.08,3024
5304,CA-2017-160745,22,4,0,6,0.41,15
5305,CA-2017-160745,163,3,0.2,23,0.08,302
5306,CA-2017-160745,667,4,0,32,0.1,316
5307,CA-2017-160815,733,3,0,81,0.29,278
5308,CA-2017-160941,1442,1,0,2,0.48,3
5309,CA-2017-160941,127,5,0,197,0.47,420
5310,CA-2017-161025,658,4,0,108,0.14,773
5311,CA-2017-161095,1343,3,0.2,3,0.36,8
5312,CA-2017-161095,700,2,0.2,12,0.35,34
5313,CA-2017-161158,1419,5,0,3,0.43,8
5314,CA-2017-161207,77,3,0,8,0.29,28
5315,CA-2017-161361,1643,3,0.2,6,0.33,17
5316,CA-2017-161361,96,3,0,9,0.49,18
5317,CA-2017-161389,649,3,0.2,133,0.33,408
5318,CA-2017-161473,90,3,0,3,0.3,11
5319,CA-2017-161473,247,3,0.2,5,0.33,14
5320,CA-2017-161473,180,2,0,10,0.48,21
5321,CA-2017-161543,1762,2,0,6,0.49,12
5322,CA-2017-161662,1705,2,0.2,11,0.35,30
5323,CA-2017-161669,83,2,0,3,0.29,11
5324,CA-2017-161669,194,2,0,7,0.47,15
5325,CA-2017-161669,900,4,0.2,9,0.33,27
5326,CA-2017-161669,639,4,0.2,12,0.31,37
5327,CA-2017-161676,598,5,0.2,4,0.13,34
5328,CA-2017-161746,1170,3,0,6,0.46,12
5329,CA-2017-161746,571,2,0,6,0.28,20
5330,CA-2017-161746,1213,3,0.2,12,0.05,242
5331,CA-2017-161746,1373,3,0,3,0.01,341
5332,CA-2017-161781,1143,7,0,11,0.26,41
5333,CA-2017-161816,202,4,0.2,6,0.36,16
5334,CA-2017-161816,1176,3,0.2,42,0.11,370
5335,CA-2017-161907,452,3,0.4,-28,-0.23,119
5336,CA-2017-161907,1307,4,0.2,-163,-0.21,769
5337,CA-2017-161928,1228,2,0.2,13,0.06,202
5338,CA-2017-162082,1793,1,0.2,2,0.36,5
5339,CA-2017-162082,362,7,0.2,16,0.11,146
5340,CA-2017-162082,1389,5,0.32,-14,-0.06,241
5341,CA-2017-162110,911,1,0.2,3,0.06,56
5342,CA-2017-162138,1031,1,0,35,0.35,100
5343,CA-2017-162138,899,6,0.2,82,0.33,252
5344,CA-2017-162159,771,2,0,30,0.25,122
5345,CA-2017-162187,598,2,0.2,2,0.13,14
5346,CA-2017-162187,54,5,0.2,-4,-0.06,65
5347,CA-2017-162187,979,3,0.4,-148,-0.45,329
5348,CA-2017-162187,285,4,0.2,24,0.06,387
5349,CA-2017-162187,1206,5,0.3,-138,-0.3,458
5350,CA-2017-162222,1759,3,0.2,3,0.31,10
5351,CA-2017-162236,583,2,0.2,4,0.09,45
5352,CA-2017-162236,1308,2,0.2,-35,-0.19,185
5353,CA-2017-162236,365,10,0.4,-292,-0.33,876
5354,CA-2017-162313,615,6,0.1,30,0.18,167
5355,CA-2017-162348,571,1,0,3,0.28,10
5356,CA-2017-162355,376,3,0,10,0.27,36
5357,CA-2017-162355,1188,7,0,291,0.23,1267
5358,CA-2017-162383,1316,6,0.7,-6,-0.73,9
5359,CA-2017-162383,1338,2,0.7,-7,-0.83,9
5360,CA-2017-162383,765,2,0.3,-1,-0.01,85
5361,CA-2017-162390,1581,13,0.2,78,0.35,222
5362,CA-2017-162390,372,2,0.2,90,0.19,480
5363,CA-2017-162390,895,7,0.2,315,0.33,969
5364,CA-2017-162404,693,4,0.8,-19,-1.65,11
5365,CA-2017-162614,708,2,0.2,9,0.33,27
5366,CA-2017-162726,1818,2,0.2,4,0.35,10
5367,CA-2017-162726,936,4,0.2,7,0.31,24
5368,CA-2017-162733,1714,1,0,3,0.45,6
5369,CA-2017-162747,579,7,0,38,0.44,86
5370,CA-2017-162901,790,2,0,8,0.25,31
5371,CA-2017-162943,1203,2,0.1,31,0.12,254
5372,CA-2017-163048,792,4,0.3,0,0.0,242
5373,CA-2017-163153,1306,1,0.2,1,0.38,1
5374,CA-2017-163153,1379,2,0.3,-1,-0.01,99
5375,CA-2017-163167,967,6,0,6,0.06,102
5376,CA-2017-163167,765,3,0,53,0.29,183
5377,CA-2017-163167,1558,3,0,56,0.05,1126
5378,CA-2017-163167,15,6,0,316,0.25,1263
5379,CA-2017-163174,507,3,0,41,0.22,187
5380,CA-2017-163202,1343,3,0.7,-2,-0.7,3
5381,CA-2017-163216,222,2,0.2,2,0.35,5
5382,CA-2017-163328,1677,1,0.2,5,0.35,15
5383,CA-2017-163328,1445,7,0.2,-4,-0.24,18
5384,CA-2017-163328,1480,3,0.2,17,0.35,48
5385,CA-2017-163328,1206,1,0.2,-14,-0.14,105
5386,CA-2017-163328,532,8,0.2,228,0.36,629
5387,CA-2017-163328,749,3,0.2,-98,-0.15,650
5388,CA-2017-163384,69,4,0.2,4,0.34,13
5389,CA-2017-163384,1796,5,0,16,0.48,32
5390,CA-2017-163398,795,1,0.8,-4,-1.65,2
5391,CA-2017-163398,65,3,0.8,-71,-2.7,26
5392,CA-2017-163398,1130,7,0.2,3,0.1,27
5393,CA-2017-163573,897,5,0.2,381,0.31,1220
5394,CA-2017-163594,1809,3,0,9,0.48,19
5395,CA-2017-163594,124,3,0.2,14,0.38,37
5396,CA-2017-163594,754,3,0.2,-36,-0.19,194
5397,CA-2017-163636,1125,2,0.2,0,0.09,4
5398,CA-2017-163755,1534,3,0,36,0.17,210
5399,CA-2017-163776,265,1,0,4,0.47,9
5400,CA-2017-163776,1311,2,0,36,0.46,78
5401,CA-2017-163776,1359,4,0,1,0.01,88
5402,CA-2017-163776,104,6,0,76,0.41,186
5403,CA-2017-163776,1684,6,0,121,0.49,246
5404,CA-2017-163776,822,5,0,126,0.25,505
5405,CA-2017-163804,553,6,0,24,0.33,72
5406,CA-2017-163804,1612,5,0,176,0.28,630
5407,CA-2017-163804,514,5,0,582,0.28,2079
5408,CA-2017-163937,498,5,0,8,0.31,25
5409,CA-2017-163951,1123,5,0.2,2,0.1,17
5410,CA-2017-163972,1390,2,0.15,21,0.18,121
5411,CA-2017-163986,473,5,0,14,0.26,55
5412,CA-2017-164035,1776,5,0.2,8,0.36,23
5413,CA-2017-164091,392,2,0,34,0.31,109
5414,CA-2017-164091,1628,3,0,131,0.3,438
5415,CA-2017-164154,712,3,0.7,-18,-0.8,22
5416,CA-2017-164154,1503,5,0.2,4,0.1,38
5417,CA-2017-164350,360,3,0.2,8,0.13,68
5418,CA-2017-164399,1247,3,0.2,25,0.13,204
5419,CA-2017-164399,736,3,0.2,-8,-0.01,674
5420,CA-2017-164483,795,2,0.2,6,0.34,17
5421,CA-2017-164490,1757,2,0.2,3,0.36,9
5422,CA-2017-164511,247,3,0.2,5,0.33,14
5423,CA-2017-164511,647,2,0,3,0.04,65
5424,CA-2017-164511,113,4,0,19,0.27,69
5425,CA-2017-164574,1309,3,0.7,-20,-0.73,27
5426,CA-2017-164574,644,5,0.2,26,0.04,705
5427,CA-2017-164637,782,3,0,64,0.5,128
5428,CA-2017-164672,1535,2,0,42,0.2,212
5429,CA-2017-164735,54,5,0,12,0.15,81
5430,CA-2017-164770,1759,9,0.2,10,0.31,31
5431,CA-2017-164770,1430,10,0.32,-138,-0.18,782
5432,CA-2017-164784,1119,2,0.7,-2,-0.73,3
5433,CA-2017-164784,208,1,0.2,1,0.33,4
5434,CA-2017-164784,311,3,0.4,-142,-0.38,371
5435,CA-2017-164889,829,2,0.2,-2,-0.03,71
5436,CA-2017-164896,1654,2,0,6,0.49,13
5437,CA-2017-164924,373,3,0.7,-319,-0.93,342
5438,CA-2017-164938,1071,7,0,1,0.01,70
5439,CA-2017-165015,1501,5,0.2,18,0.38,47
5440,CA-2017-165148,547,5,0,10,0.32,31
5441,CA-2017-165169,1128,2,0,3,0.25,11
5442,CA-2017-165169,273,3,0,7,0.46,15
5443,CA-2017-165169,1498,2,0,94,0.26,360
5444,CA-2017-165218,54,1,0.2,-1,-0.06,13
5445,CA-2017-165218,396,3,0.2,50,0.34,149
5446,CA-2017-165316,813,2,0.2,7,0.28,24
5447,CA-2017-165316,350,2,0.2,3,0.08,35
5448,CA-2017-165316,1847,1,0.5,-111,-0.42,265
5449,CA-2017-165330,337,2,0.2,2,0.36,6
5450,CA-2017-165330,349,2,0,6,0.26,23
5451,CA-2017-165330,906,1,0,14,0.45,31
5452,CA-2017-165330,1338,3,0.2,11,0.31,36
5453,CA-2017-165330,1362,3,0,2,0.04,50
5454,CA-2017-165330,630,2,0,24,0.29,83
5455,CA-2017-165330,1094,4,0,25,0.21,120
5456,CA-2017-165330,708,9,0.2,40,0.33,123
5457,CA-2017-165330,899,5,0.2,68,0.33,210
5458,CA-2017-165330,773,5,0.2,-32,-0.09,364
5459,CA-2017-165330,843,7,0.2,112,0.13,892
5460,CA-2017-165470,1532,1,0.2,2,0.33,5
5461,CA-2017-165484,490,7,0.6,-12,-0.75,16
5462,CA-2017-165484,1723,3,0.2,18,0.33,55
5463,CA-2017-165561,598,3,0,8,0.3,25
5464,CA-2017-165673,1574,4,0.2,6,0.36,15
5465,CA-2017-165820,1697,2,0,6,0.48,13
5466,CA-2017-165827,1594,6,0.2,8,0.16,50
5467,CA-2017-165848,538,3,0,7,0.47,15
5468,CA-2017-165848,997,4,0,21,0.34,61
5469,CA-2017-165848,1436,1,0.2,5,0.04,137
5470,CA-2017-165848,1242,3,0,364,0.27,1350
5471,CA-2017-165918,195,2,0,3,0.47,7
5472,CA-2017-165918,1519,3,0.2,4,0.31,14
5473,CA-2017-165918,948,3,0.2,14,0.35,40
5474,CA-2017-165918,1741,2,0,40,0.49,82
5475,CA-2017-165995,616,4,0,16,0.34,47
5476,CA-2017-165995,1247,5,0.2,42,0.13,340
5477,CA-2017-166163,196,1,0,2,0.48,3
5478,CA-2017-166163,1172,3,0.2,7,0.1,72
5479,CA-2017-166226,779,1,0.2,6,0.1,61
5480,CA-2017-166226,641,1,0,18,0.27,68
5481,CA-2017-166240,811,2,0.8,-20,-2.25,9
5482,CA-2017-166275,1330,1,0,86,0.43,200
5483,CA-2017-166282,1075,4,0.2,8,0.24,35
5484,CA-2017-166282,1497,7,0.2,40,0.33,123
5485,CA-2017-166373,1409,6,0.2,-9,-0.09,106
5486,CA-2017-166380,1346,9,0,13,0.48,27
5487,CA-2017-166380,1471,2,0,27,0.24,112
5488,CA-2017-166429,797,2,0,450,0.45,1000
5489,CA-2017-166443,107,7,0,16,0.43,38
5490,CA-2017-166485,1487,2,0.2,6,0.34,16
5491,CA-2017-166618,1460,2,0,4,0.28,14
5492,CA-2017-166618,358,1,0,6,0.26,24
5493,CA-2017-166625,705,2,0,12,0.47,25
5494,CA-2017-166653,343,2,0.2,20,0.31,64
5495,CA-2017-166674,1159,3,0,3,0.29,10
5496,CA-2017-166674,30,3,0,8,0.26,30
5497,CA-2017-166674,301,4,0,9,0.26,35
5498,CA-2017-166674,1162,3,0,15,0.26,60
5499,CA-2017-166674,634,3,0,10,0.06,162
5500,CA-2017-166674,346,6,0,71,0.27,264
5501,CA-2017-166772,1192,2,0,41,0.25,164
5502,CA-2017-166912,1684,2,0,40,0.49,82
5503,CA-2017-167115,898,2,0.2,184,0.31,589
5504,CA-2017-167241,1263,3,0,3,0.17,18
5505,CA-2017-167241,1348,4,0,18,0.48,38
5506,CA-2017-167241,157,3,0.2,10,0.06,166
5507,CA-2017-167241,1044,3,0,44,0.14,312
5508,CA-2017-167290,1126,2,0,4,0.3,12
5509,CA-2017-167416,1049,5,0,27,0.49,55
5510,CA-2017-167507,22,4,0.2,3,0.26,12
5511,CA-2017-167507,1448,1,0.2,5,0.21,23
5512,CA-2017-167507,178,10,0.7,-25,-0.8,31
5513,CA-2017-167556,1072,2,0,7,0.5,13
5514,CA-2017-167556,48,5,0.2,9,0.31,30
5515,CA-2017-167556,696,7,0.2,15,0.36,41
5516,CA-2017-167556,873,8,0,124,0.3,414
5517,CA-2017-167584,1829,1,0,3,0.48,6
5518,CA-2017-167605,561,2,0.6,-32,-1.05,30
5519,CA-2017-167682,1447,4,0,22,0.31,71
5520,CA-2017-167682,1285,4,0,125,0.48,260
5521,CA-2017-167759,1279,3,0,38,0.28,135
5522,CA-2017-167983,241,10,0.2,12,0.35,33
5523,CA-2017-168032,237,3,0.8,-3,-1.55,2
5524,CA-2017-168032,367,3,0.5,-538,-0.86,626
5525,CA-2017-168032,1171,4,0.2,144,0.1,1440
5526,CA-2017-168046,711,5,0.2,15,0.35,43
5527,CA-2017-168046,1537,1,0,8,0.17,46
5528,CA-2017-168046,429,3,0.4,-99,-0.32,314
5529,CA-2017-168046,1376,7,0,0,0.0,429
5530,CA-2017-168081,1282,3,0.2,65,0.25,259
5531,CA-2017-168354,95,3,0,8,0.45,17
5532,CA-2017-168354,948,3,0,24,0.48,50
5533,CA-2017-168354,996,4,0,244,0.28,872
5534,CA-2017-168354,866,9,0,482,0.3,1606
5535,CA-2017-168361,241,1,0.8,-1,-1.6,1
5536,CA-2017-168536,1409,3,0,9,0.13,66
5537,CA-2017-168543,171,7,0,198,0.28,707
5538,CA-2017-168557,248,2,0.2,3,0.35,9
5539,CA-2017-168753,1317,5,0,11,0.5,23
5540,CA-2017-168753,1249,5,0,274,0.28,980
5541,CA-2017-168774,866,3,0,161,0.3,535
5542,CA-2017-168830,1115,3,0,163,0.34,480
5543,CA-2017-168844,256,3,0.2,2,0.33,7
5544,CA-2017-168844,941,6,0,88,0.49,180
5545,CA-2017-168893,541,3,0,2,0.26,8
5546,CA-2017-168893,348,1,0,3,0.3,9
5547,CA-2017-168893,109,4,0,10,0.48,20
5548,CA-2017-168893,1046,5,0,9,0.38,24
5549,CA-2017-168893,736,3,0,160,0.19,843
5550,CA-2017-168921,664,3,0.2,6,0.31,19
5551,CA-2017-168956,1809,1,0.2,2,0.35,5
5552,CA-2017-168956,110,4,0.2,2,0.26,7
5553,CA-2017-168956,766,3,0.3,-3,-0.04,63
5554,CA-2017-168956,851,6,0.8,-226,-2.45,92
5555,CA-2017-169026,121,3,0,0,0.01,23
5556,CA-2017-169103,504,3,0.2,-4,-0.04,102
5557,CA-2017-169103,446,5,0.2,85,0.06,1364
5558,CA-2017-169166,1473,2,0,13,0.14,94
5559,CA-2017-169194,991,2,0,6,0.28,22
5560,CA-2017-169194,916,3,0,5,0.11,45
5561,CA-2017-169215,51,9,0,13,0.45,30
5562,CA-2017-169334,1544,9,0.2,7,0.06,112
5563,CA-2017-169663,966,3,0,5,0.19,27
5564,CA-2017-169663,1227,3,0.2,378,0.11,3358
5565,CA-2017-169670,826,8,0.1,313,0.12,2563
5566,CA-2017-169824,1419,7,0,5,0.43,11
5567,CA-2017-169824,670,4,0,10,0.28,36
5568,CA-2017-169824,553,5,0,20,0.33,60
5569,CA-2017-169838,1646,1,0,8,0.48,17
5570,CA-2017-169838,1082,8,0,62,0.39,160
5571,CA-2017-169838,429,9,0,329,0.21,1569
5572,CA-2017-169887,1785,1,0,3,0.48,7
5573,CA-2017-169887,1305,3,0,2,0.27,8
5574,CA-2017-169887,998,3,0,31,0.3,102
5575,CA-2017-169922,463,4,0.8,-2,-1.6,1
5576,CA-2017-169922,722,4,0.8,-14,-1.65,8
5577,CA-2017-169922,1495,7,0.6,-9,-0.73,13
5578,CA-2017-169943,1185,4,0,15,0.42,36
5579,CA-2017-169943,498,8,0,12,0.31,40
5580,CA-2017-169943,1338,4,0.2,15,0.31,48
5581,CA-2017-169943,304,5,0,70,0.29,243
5582,CA-2017-169943,1383,5,0,0,0.0,455
5583,CA-2017-169957,1597,5,0,15,0.49,30
5584,CA-2017-169957,1090,4,0,21,0.21,100
5585,CA-2017-169957,288,6,0,66,0.28,237
5586,CA-2017-169971,628,1,0.2,1,0.26,4
5587,CA-2017-169971,362,3,0.2,7,0.11,62
5588,CA-2018-100013,1417,2,0,2,0.31,6
5589,CA-2018-100013,486,1,0,3,0.34,9
5590,CA-2018-100013,6,2,0,7,0.49,15
5591,CA-2018-100055,499,2,0,10,0.36,27
5592,CA-2018-100055,630,3,0,36,0.29,125
5593,CA-2018-100097,483,5,0,38,0.28,135
5594,CA-2018-100097,1275,5,0,265,0.27,980
5595,CA-2018-100111,110,2,0,2,0.41,4
5596,CA-2018-100111,1313,3,0.2,4,0.34,12
5597,CA-2018-100111,93,2,0,6,0.46,14
5598,CA-2018-100111,1569,9,0,18,0.47,39
5599,CA-2018-100111,1456,4,0,13,0.28,45
5600,CA-2018-100111,1019,3,0,20,0.34,60
5601,CA-2018-100111,1406,2,0,22,0.3,73
5602,CA-2018-100111,762,1,0.1,8,0.1,81
5603,CA-2018-100111,1276,3,0,28,0.27,105
5604,CA-2018-100111,1028,2,0,96,0.45,213
5605,CA-2018-100111,850,3,0.1,18,0.07,273
5606,CA-2018-100111,144,2,0,351,0.27,1300
5607,CA-2018-100111,770,5,0.1,376,0.17,2254
5608,CA-2018-100111,824,11,0.1,610,0.21,2888
5609,CA-2018-100160,1292,3,0.2,2,0.34,5
5610,CA-2018-100160,608,3,0.2,5,0.35,16
5611,CA-2018-100160,230,5,0.2,10,0.34,29
5612,CA-2018-100223,1585,1,0.8,-10,-1.65,6
5613,CA-2018-100223,412,9,0.8,-18,-1.55,11
5614,CA-2018-100223,1773,3,0.2,6,0.36,16
5615,CA-2018-100223,1763,6,0.2,11,0.36,31
5616,CA-2018-100223,509,9,0.6,-349,-1.05,332
5617,CA-2018-100230,449,1,0.2,5,0.34,15
5618,CA-2018-100230,1686,3,0,8,0.45,18
5619,CA-2018-100230,517,2,0,29,0.25,117
5620,CA-2018-100237,255,2,0,4,0.36,12
5621,CA-2018-100314,208,2,0.2,3,0.33,8
5622,CA-2018-100314,5,4,0.2,9,0.34,28
5623,CA-2018-100314,1613,3,0.4,45,0.13,337
5624,CA-2018-100335,538,9,0.2,26,0.36,73
5625,CA-2018-100356,292,2,0.8,-62,-2.6,24
5626,CA-2018-100384,29,9,0,12,0.33,36
5627,CA-2018-100384,357,8,0,112,0.29,386
5628,CA-2018-100412,1457,2,0,35,0.25,142
5629,CA-2018-100426,131,2,0,6,0.45,12
5630,CA-2018-100433,1831,4,0,12,0.48,26
5631,CA-2018-100524,1563,2,0,8,0.27,30
5632,CA-2018-100524,1348,8,0,36,0.48,75
5633,CA-2018-100524,1295,3,0,176,0.26,678
5634,CA-2018-100580,701,3,0.2,12,0.33,36
5635,CA-2018-100601,588,7,0,1,0.02,49
5636,CA-2018-100615,1056,5,0.6,-6,-0.43,15
5637,CA-2018-100615,1038,2,0.2,4,0.23,16
5638,CA-2018-100615,529,3,0.3,-18,-0.06,317
5639,CA-2018-100622,269,2,0.7,-3,-0.73,4
5640,CA-2018-100622,1717,2,0.2,4,0.35,11
5641,CA-2018-100622,887,2,0.2,4,0.08,56
5642,CA-2018-100622,398,2,0.2,312,0.33,960
5643,CA-2018-100636,1383,3,0,0,0.0,273
5644,CA-2018-100650,1550,2,0,311,0.24,1296
5645,CA-2018-100748,1440,8,0,27,0.47,58
5646,CA-2018-100783,889,1,0.2,4,0.13,30
5647,CA-2018-100811,1770,2,0.2,3,0.31,8
5648,CA-2018-100811,1339,4,0.2,4,0.1,39
5649,CA-2018-100825,637,3,0,24,0.24,100
5650,CA-2018-100902,1733,7,0.2,94,0.35,268
5651,CA-2018-100902,1282,5,0.2,108,0.25,431
5652,CA-2018-100951,1498,5,0.2,54,0.08,721
5653,CA-2018-101014,595,3,0,41,0.28,148
5654,CA-2018-101042,690,2,0,11,0.49,22
5655,CA-2018-101042,26,6,0,214,0.26,822
5656,CA-2018-101049,1495,5,0.2,2,0.14,18
5657,CA-2018-101049,513,6,0.7,-34,-0.83,41
5658,CA-2018-101077,1750,2,0.2,2,0.31,7
5659,CA-2018-101182,1825,2,0,6,0.48,13
5660,CA-2018-101182,931,3,0.2,15,0.35,43
5661,CA-2018-101210,1789,1,0.2,1,0.31,3
5662,CA-2018-101210,1848,2,0.2,2,0.18,10
5663,CA-2018-101245,602,8,0,60,0.36,166
5664,CA-2018-101245,1575,5,0,115,0.47,245
5665,CA-2018-101273,860,4,0.2,1,0.06,14
5666,CA-2018-101308,1507,3,0,4,0.46,9
5667,CA-2018-101308,893,2,0.2,-20,-0.24,85
5668,CA-2018-101322,1182,6,0.2,-34,-0.1,341
5669,CA-2018-101434,218,2,0,5,0.49,10
5670,CA-2018-101434,1329,3,0,72,0.3,240
5671,CA-2018-101483,1137,3,0.2,0,0.09,4
5672,CA-2018-101483,1401,5,0.2,1,0.06,22
5673,CA-2018-101483,811,2,0.2,7,0.19,35
5674,CA-2018-101574,1036,3,0,4,0.48,9
5675,CA-2018-101581,965,5,0.5,-121,-0.68,177
5676,CA-2018-101637,935,2,0.2,1,0.07,13
5677,CA-2018-101665,521,2,0,1,0.26,5
5678,CA-2018-101700,578,3,0.2,3,0.29,12
5679,CA-2018-101700,1501,2,0.2,7,0.38,19
5680,CA-2018-101728,327,2,0.8,-4,-1.7,2
5681,CA-2018-101749,980,3,0.2,-6,-0.04,171
5682,CA-2018-101798,134,4,0.2,8,0.34,23
5683,CA-2018-101798,1019,2,0,14,0.34,40
5684,CA-2018-101805,902,5,0.2,5,0.34,16
5685,CA-2018-101805,592,12,0,31,0.44,71
5686,CA-2018-101805,1560,4,0,5,0.01,541
